"id";"origination_date";"balance";"product";"region";"repayment_date"
5935;"2012-01-21";8108;"Super Loan";"North";""
5936;"2012-01-25";9343;"Giga Loan";"West";"2012-05-08"
5937;"2012-10-30";4750;"Super Loan";"West";""
5938;"2012-02-22";1868;"Mega Loan";"South";""
5939;"2012-06-24";5209;"Super Loan";"North";"2012-10-13"
5940;"2012-10-01";3237;"Super Loan";"North";""
5941;"2012-08-10";3545;"Giga Loan";"East";""
5942;"2012-04-16";2347;"Super Loan";"East";""
5943;"2012-01-26";2632;"Giga Loan";"South";"2012-04-12"
5944;"2012-01-21";8156;"Mega Loan";"East";"2012-11-06"
5945;"2012-02-28";9001;"Giga Loan";"South";""
5946;"2012-04-19";1994;"Giga Loan";"North";"2012-12-29"
5947;"2012-12-25";4485;"Super Loan";"South";""
5948;"2012-09-02";6470;"Giga Loan";"East";""
5949;"2012-12-29";7246;"Mega Loan";"South";""
5950;"2012-03-31";1505;"Mega Loan";"North";""
5951;"2012-11-02";4941;"Giga Loan";"East";""
5952;"2012-05-09";5175;"Mega Loan";"East";"2012-10-14"
5953;"2012-09-13";7001;"Mega Loan";"East";""
5954;"2012-10-23";1757;"Mega Loan";"East";""
5955;"2012-01-29";9259;"Mega Loan";"South";""
5956;"2012-08-17";7975;"Mega Loan";"East";""
5957;"2012-08-02";5979;"Super Loan";"South";""
5958;"2012-01-15";2751;"Super Loan";"South";"2012-08-31"
5959;"2012-02-23";2129;"Mega Loan";"South";""
5960;"2012-06-29";8863;"Super Loan";"East";""
5961;"2012-03-09";8544;"Super Loan";"East";""
5962;"2012-04-17";6699;"Super Loan";"South";""
5963;"2012-12-08";4037;"Super Loan";"West";""
5964;"2012-06-09";1359;"Mega Loan";"East";"2012-12-17"
5965;"2012-08-30";8316;"Super Loan";"East";""
5966;"2012-12-22";2144;"Mega Loan";"East";""
5967;"2012-12-29";9703;"Mega Loan";"East";""
5968;"2012-03-02";3066;"Giga Loan";"East";"2012-09-29"
5969;"2012-10-26";3013;"Super Loan";"North";"2012-12-30"
5970;"2012-11-15";4912;"Mega Loan";"South";""
5971;"2012-07-15";5303;"Super Loan";"South";""
5972;"2012-07-30";5558;"Giga Loan";"South";""
5973;"2012-05-31";6259;"Super Loan";"East";"2012-10-09"
5974;"2012-10-09";6936;"Super Loan";"East";""
5975;"2012-09-14";3714;"Super Loan";"East";""
5976;"2012-11-09";5260;"Super Loan";"North";""
5977;"2012-01-20";7930;"Mega Loan";"South";""
5978;"2012-01-20";7200;"Mega Loan";"North";"2012-12-27"
5979;"2012-02-10";1730;"Super Loan";"West";"2012-07-18"
5980;"2012-11-30";5176;"Giga Loan";"South";""
5981;"2012-03-04";7705;"Giga Loan";"South";"2012-11-28"
5982;"2012-04-09";5671;"Giga Loan";"South";""
5983;"2012-03-20";9351;"Mega Loan";"North";""
5984;"2012-11-09";4706;"Super Loan";"North";"2012-11-10"
5985;"2012-05-31";6428;"Super Loan";"North";"2012-11-03"
5986;"2012-12-05";8610;"Mega Loan";"North";""
5987;"2012-03-24";2680;"Mega Loan";"West";""
5988;"2012-01-26";2406;"Mega Loan";"North";"2012-08-31"
5989;"2012-02-13";1360;"Giga Loan";"West";"2012-11-10"
5990;"2012-03-13";3810;"Super Loan";"West";"2012-11-09"
5991;"2012-02-08";1269;"Super Loan";"South";""
5992;"2012-09-15";8905;"Mega Loan";"East";""
5993;"2012-03-15";9509;"Super Loan";"South";""
5994;"2012-02-21";4306;"Super Loan";"West";""
5995;"2012-04-01";9265;"Super Loan";"North";""
5996;"2012-01-30";7825;"Giga Loan";"East";"2012-06-19"
5997;"2012-12-10";5451;"Super Loan";"South";""
5998;"2012-08-02";8968;"Giga Loan";"South";""
5999;"2012-10-14";9892;"Mega Loan";"West";""
6000;"2012-03-11";7465;"Super Loan";"North";""
6001;"2012-03-04";3879;"Mega Loan";"South";""
6002;"2012-02-24";5194;"Super Loan";"South";"2012-06-27"
6003;"2012-08-16";3022;"Super Loan";"North";""
6004;"2012-01-16";9139;"Giga Loan";"North";""
6005;"2012-01-21";2129;"Super Loan";"East";""
6006;"2012-07-24";5737;"Mega Loan";"South";""
6007;"2012-04-16";4399;"Mega Loan";"South";""
6008;"2012-04-24";9060;"Giga Loan";"North";""
6009;"2012-01-10";2936;"Super Loan";"North";"2012-06-18"
6010;"2012-10-19";5129;"Mega Loan";"South";""
6011;"2012-07-03";4235;"Giga Loan";"West";""
6012;"2012-09-10";9642;"Super Loan";"North";""
6013;"2012-03-25";9800;"Mega Loan";"South";"2012-06-10"
6014;"2012-08-08";3586;"Giga Loan";"East";""
6015;"2012-09-20";4348;"Giga Loan";"East";""
6016;"2012-03-19";6228;"Mega Loan";"North";"2012-11-30"
6017;"2012-11-29";2195;"Mega Loan";"West";""
6018;"2012-04-15";6029;"Mega Loan";"South";"2012-08-31"
6019;"2012-07-29";7634;"Giga Loan";"East";"2012-09-17"
6020;"2012-04-10";2555;"Super Loan";"West";"2012-09-23"
6021;"2012-07-24";8839;"Giga Loan";"South";"2012-12-04"
6022;"2012-10-13";7904;"Giga Loan";"North";""
6023;"2012-02-06";1460;"Super Loan";"South";""
6024;"2012-05-05";8348;"Super Loan";"South";""
6025;"2012-07-17";2209;"Mega Loan";"East";""
6026;"2012-05-25";9726;"Mega Loan";"West";""
6027;"2012-01-09";6173;"Mega Loan";"North";""
6028;"2012-06-29";6661;"Super Loan";"East";""
6029;"2012-05-13";8693;"Mega Loan";"West";""
6030;"2012-04-06";6064;"Mega Loan";"North";""
6031;"2012-11-20";4125;"Super Loan";"South";""
6032;"2012-12-21";2572;"Giga Loan";"South";""
6033;"2012-10-31";1258;"Super Loan";"North";""
6034;"2012-04-30";6148;"Super Loan";"West";""
6035;"2012-08-01";1710;"Super Loan";"North";""
6036;"2012-01-13";2388;"Mega Loan";"South";""
6037;"2012-06-07";1885;"Super Loan";"West";""
6038;"2012-12-29";5109;"Giga Loan";"North";""
6039;"2012-11-28";1447;"Super Loan";"North";""
6040;"2012-08-26";3821;"Super Loan";"North";""
6041;"2012-06-23";9239;"Mega Loan";"West";""
6042;"2012-06-30";4683;"Super Loan";"East";""
6043;"2012-02-19";3463;"Super Loan";"East";"2012-12-27"
6044;"2012-09-28";9039;"Super Loan";"West";""
6045;"2012-01-30";7269;"Mega Loan";"West";""
6046;"2012-07-30";6811;"Super Loan";"North";""
6047;"2012-06-23";5266;"Mega Loan";"North";""
6048;"2012-10-05";8464;"Mega Loan";"North";""
6049;"2012-10-22";2839;"Giga Loan";"West";""
6050;"2012-09-17";2899;"Giga Loan";"South";""
6051;"2012-09-08";1019;"Giga Loan";"North";""
6052;"2012-07-15";1678;"Super Loan";"West";""
6053;"2012-07-23";9803;"Super Loan";"North";"2012-10-16"
6054;"2012-08-24";1480;"Super Loan";"North";""
6055;"2012-11-12";9027;"Super Loan";"South";""
6056;"2012-12-01";2012;"Mega Loan";"South";""
6057;"2012-05-06";1205;"Mega Loan";"East";""
6058;"2012-10-31";5199;"Giga Loan";"North";""
6059;"2012-05-26";7673;"Super Loan";"East";""
6060;"2012-12-22";8899;"Giga Loan";"East";""
6061;"2012-07-30";1263;"Mega Loan";"South";""
6062;"2012-06-11";1798;"Mega Loan";"North";""
6063;"2012-02-07";1470;"Super Loan";"East";""
6064;"2012-05-12";1521;"Giga Loan";"West";"2012-12-10"
6065;"2012-04-16";6946;"Mega Loan";"East";""
6066;"2012-04-19";2181;"Super Loan";"West";"2012-12-25"
6067;"2012-10-25";2909;"Giga Loan";"South";""
6068;"2012-02-05";7832;"Super Loan";"East";"2012-06-07"
6069;"2012-05-12";6291;"Mega Loan";"North";"2012-11-01"
6070;"2012-11-03";3357;"Giga Loan";"West";""
6071;"2012-01-16";1652;"Super Loan";"South";"2012-10-06"
6072;"2012-07-24";5529;"Mega Loan";"East";"2012-09-23"
6073;"2012-03-02";7040;"Super Loan";"South";"2012-06-30"
6074;"2012-11-11";4116;"Giga Loan";"East";""
6075;"2012-12-20";4567;"Mega Loan";"East";""
6076;"2012-01-17";4309;"Giga Loan";"South";"2012-07-25"
6077;"2012-05-22";9928;"Giga Loan";"South";""
6078;"2012-08-07";8833;"Giga Loan";"South";"2012-10-17"
6079;"2012-09-08";2773;"Giga Loan";"North";""
6080;"2012-05-25";2767;"Mega Loan";"West";"2012-12-26"
6081;"2012-01-12";1732;"Giga Loan";"South";"2012-09-13"
6082;"2012-12-14";2793;"Super Loan";"East";""
6083;"2012-07-10";3445;"Super Loan";"West";""
6084;"2012-03-20";1535;"Mega Loan";"West";"2012-11-28"
6085;"2012-10-15";3274;"Mega Loan";"West";""
6086;"2012-02-09";2472;"Super Loan";"West";"2012-11-04"
6087;"2012-10-22";2547;"Giga Loan";"West";""
6088;"2012-03-18";3480;"Super Loan";"South";"2012-12-24"
6089;"2012-01-24";6671;"Mega Loan";"North";""
6090;"2012-07-17";9221;"Super Loan";"East";""
6091;"2012-11-27";2378;"Giga Loan";"North";""
6092;"2012-07-30";6934;"Super Loan";"West";""
6093;"2012-01-26";1019;"Super Loan";"West";""
6094;"2012-10-12";2849;"Mega Loan";"West";""
6095;"2012-02-18";7456;"Super Loan";"North";""
6096;"2012-09-24";6966;"Super Loan";"East";""
6097;"2012-11-13";4030;"Mega Loan";"North";""
6098;"2012-01-02";9365;"Mega Loan";"North";"2012-05-23"
6099;"2012-09-24";4797;"Super Loan";"West";""
6100;"2012-04-11";9321;"Giga Loan";"East";""
6101;"2012-04-08";2722;"Giga Loan";"East";""
6102;"2012-05-05";5450;"Giga Loan";"South";""
6103;"2012-01-19";4849;"Super Loan";"North";""
6104;"2012-01-19";8763;"Super Loan";"North";""
6105;"2012-08-15";8566;"Super Loan";"North";""
6106;"2012-02-22";8417;"Mega Loan";"West";"2012-08-04"
6107;"2012-03-04";3072;"Mega Loan";"North";""
6108;"2012-10-26";8493;"Mega Loan";"North";""
6109;"2012-11-22";7249;"Mega Loan";"West";""
6110;"2012-12-30";4845;"Giga Loan";"East";""
6111;"2012-10-10";1259;"Super Loan";"North";""
6112;"2012-03-07";7982;"Mega Loan";"South";"2012-09-15"
6113;"2012-05-30";6639;"Super Loan";"North";""
6114;"2012-01-14";3705;"Super Loan";"East";"2012-03-03"
6115;"2012-05-24";8517;"Giga Loan";"South";""
6116;"2012-08-28";8913;"Giga Loan";"North";"2012-11-19"
6117;"2012-09-09";5177;"Super Loan";"South";"2012-12-31"
6118;"2012-09-26";1064;"Super Loan";"West";""
6119;"2012-07-20";2392;"Giga Loan";"West";""
6120;"2012-11-06";1848;"Giga Loan";"North";""
6121;"2012-05-17";9285;"Mega Loan";"East";""
6122;"2012-09-10";3771;"Mega Loan";"East";""
6123;"2012-09-15";7783;"Giga Loan";"East";""
6124;"2012-10-15";9305;"Mega Loan";"East";""
6125;"2012-02-09";5620;"Giga Loan";"South";"2012-10-21"
6126;"2012-08-13";5238;"Giga Loan";"South";"2012-12-14"
6127;"2012-07-05";6270;"Mega Loan";"West";""
6128;"2012-07-10";8650;"Super Loan";"West";""
6129;"2012-12-23";4603;"Super Loan";"West";""
6130;"2012-01-22";1066;"Giga Loan";"West";"2012-05-28"
6131;"2012-11-11";7971;"Super Loan";"South";""
6132;"2012-01-13";6325;"Super Loan";"East";""
6133;"2012-09-17";5516;"Mega Loan";"West";""
6134;"2012-04-15";2820;"Mega Loan";"West";""
6135;"2012-07-21";5088;"Super Loan";"South";""
6136;"2012-06-05";4082;"Mega Loan";"East";"2012-12-16"
6137;"2012-02-15";1236;"Mega Loan";"West";""
6138;"2012-06-23";7160;"Super Loan";"West";"2012-11-28"
6139;"2012-08-17";2574;"Giga Loan";"West";"2012-09-21"
6140;"2012-06-03";7486;"Mega Loan";"West";"2012-11-05"
6141;"2012-01-17";2004;"Mega Loan";"South";"2012-01-30"
6142;"2012-08-11";2834;"Mega Loan";"East";""
6143;"2012-11-01";5467;"Mega Loan";"South";""
6144;"2012-06-19";7644;"Giga Loan";"West";"2012-11-24"
6145;"2012-09-08";5539;"Mega Loan";"North";""
6146;"2012-03-07";3984;"Super Loan";"South";""
6147;"2012-03-27";6556;"Giga Loan";"North";"2012-05-24"
6148;"2012-02-05";9717;"Giga Loan";"West";"2012-12-13"
6149;"2012-12-24";4048;"Super Loan";"South";""
6150;"2012-03-16";7949;"Super Loan";"East";"2012-08-17"
6151;"2012-07-07";1564;"Super Loan";"North";""
6152;"2012-06-17";3333;"Super Loan";"East";""
6153;"2012-09-30";1719;"Giga Loan";"North";"2012-12-25"
6154;"2012-06-17";8347;"Giga Loan";"West";""
6155;"2012-03-12";2637;"Mega Loan";"West";"2012-11-26"
6156;"2012-02-09";6340;"Mega Loan";"West";"2012-04-25"
6157;"2012-12-02";3584;"Mega Loan";"South";""
6158;"2012-10-13";7908;"Giga Loan";"North";""
6159;"2012-11-06";4989;"Giga Loan";"West";""
6160;"2012-07-24";7188;"Giga Loan";"West";""
6161;"2012-10-08";7974;"Giga Loan";"East";"2012-12-09"
6162;"2012-01-30";2960;"Super Loan";"South";""
6163;"2012-12-13";3513;"Giga Loan";"South";""
6164;"2012-12-12";3490;"Mega Loan";"South";""
6165;"2012-07-22";4780;"Giga Loan";"West";""
6166;"2012-06-17";7601;"Giga Loan";"South";""
6167;"2012-10-12";6572;"Giga Loan";"East";""
6168;"2012-09-14";5017;"Super Loan";"West";""
6169;"2012-11-07";4760;"Super Loan";"West";""
6170;"2012-11-26";8147;"Super Loan";"East";""
6171;"2012-01-17";2502;"Giga Loan";"North";""
6172;"2012-04-12";5765;"Giga Loan";"South";"2012-12-21"
6173;"2012-09-21";9981;"Super Loan";"West";""
6174;"2012-09-18";6970;"Giga Loan";"North";"2012-11-16"
6175;"2012-04-24";3408;"Giga Loan";"South";""
6176;"2012-02-08";5520;"Super Loan";"North";""
6177;"2012-01-07";9954;"Mega Loan";"West";""
6178;"2012-02-01";8965;"Mega Loan";"North";"2012-12-20"
6179;"2012-05-10";5236;"Super Loan";"North";""
6180;"2012-11-23";4002;"Giga Loan";"West";""
6181;"2012-03-08";6914;"Giga Loan";"South";"2012-06-21"
6182;"2012-12-24";5800;"Giga Loan";"South";""
6183;"2012-04-10";6336;"Super Loan";"East";"2012-10-08"
6184;"2012-06-28";7633;"Giga Loan";"West";""
6185;"2012-11-04";4147;"Mega Loan";"South";""
6186;"2012-03-02";7974;"Giga Loan";"South";"2012-11-27"
6187;"2012-05-26";3973;"Mega Loan";"North";""
6188;"2012-11-06";6732;"Super Loan";"South";""
6189;"2012-07-04";5881;"Giga Loan";"North";""
6190;"2012-09-10";7963;"Super Loan";"North";"2012-12-11"
6191;"2012-11-02";3919;"Super Loan";"West";""
6192;"2012-11-23";3855;"Super Loan";"South";""
6193;"2012-12-23";9923;"Giga Loan";"North";""
6194;"2012-10-25";6432;"Super Loan";"South";""
6195;"2012-01-04";6346;"Mega Loan";"South";"2012-09-17"
6196;"2012-03-30";4702;"Super Loan";"North";""
6197;"2012-01-24";4032;"Mega Loan";"South";""
6198;"2012-02-25";2917;"Super Loan";"North";""
6199;"2012-11-25";8719;"Mega Loan";"East";""
6200;"2012-06-16";7793;"Giga Loan";"South";""
6201;"2012-01-13";1063;"Super Loan";"South";"2012-08-20"
6202;"2012-08-18";1221;"Giga Loan";"South";"2012-10-15"
6203;"2012-01-26";3557;"Giga Loan";"East";""
6204;"2012-07-21";1043;"Mega Loan";"West";""
6205;"2012-01-16";7191;"Giga Loan";"North";""
6206;"2012-05-23";5966;"Giga Loan";"East";"2012-12-03"
6207;"2012-01-16";5563;"Super Loan";"North";""
6208;"2012-09-22";7145;"Mega Loan";"North";""
6209;"2012-04-07";4930;"Giga Loan";"South";""
6210;"2012-05-07";9800;"Mega Loan";"South";""
6211;"2012-04-01";1147;"Mega Loan";"East";""
6212;"2012-06-18";1843;"Giga Loan";"South";"2012-08-17"
6213;"2012-10-22";5599;"Super Loan";"South";"2012-12-04"
6214;"2012-08-23";6484;"Giga Loan";"West";""
6215;"2012-04-02";8477;"Super Loan";"West";""
6216;"2012-06-14";8747;"Mega Loan";"South";""
6217;"2012-09-20";4457;"Giga Loan";"West";"2012-09-28"
6218;"2012-09-18";2449;"Super Loan";"North";""
6219;"2012-07-24";5478;"Super Loan";"East";""
6220;"2012-05-12";9339;"Giga Loan";"North";""
6221;"2012-07-06";9413;"Giga Loan";"South";"2012-11-17"
6222;"2012-06-22";8397;"Mega Loan";"South";""
6223;"2012-01-14";3194;"Super Loan";"North";"2012-03-23"
6224;"2012-07-25";9335;"Giga Loan";"North";"2012-09-10"
6225;"2012-09-26";4829;"Super Loan";"East";"2012-12-23"
6226;"2012-07-28";8540;"Mega Loan";"West";"2012-12-29"
6227;"2012-07-01";4037;"Giga Loan";"South";""
6228;"2012-04-17";7862;"Mega Loan";"North";""
6229;"2012-08-23";1456;"Giga Loan";"North";""
6230;"2012-01-06";2755;"Mega Loan";"North";"2012-11-23"
6231;"2012-01-13";5654;"Mega Loan";"North";""
6232;"2012-03-07";1519;"Giga Loan";"North";"2012-10-17"
6233;"2012-07-19";2977;"Giga Loan";"North";"2012-12-14"
6234;"2012-07-15";8211;"Super Loan";"West";""
6235;"2012-02-29";1563;"Giga Loan";"North";"2012-11-29"
6236;"2012-09-14";9168;"Mega Loan";"East";"2012-11-26"
6237;"2012-08-24";4176;"Giga Loan";"East";""
6238;"2012-03-22";6127;"Giga Loan";"East";""
6239;"2012-05-17";6313;"Mega Loan";"West";""
6240;"2012-12-24";8107;"Giga Loan";"East";""
6241;"2012-09-11";5926;"Super Loan";"East";""
6242;"2012-02-04";6461;"Super Loan";"East";""
6243;"2012-08-01";8951;"Giga Loan";"East";"2012-09-28"
6244;"2012-06-30";1525;"Mega Loan";"North";""
6245;"2012-04-27";2944;"Super Loan";"South";""
6246;"2012-02-14";7428;"Giga Loan";"East";"2012-06-05"
6247;"2012-12-21";9272;"Giga Loan";"West";""
6248;"2012-02-06";6401;"Mega Loan";"South";"2012-07-25"
6249;"2012-03-11";8877;"Mega Loan";"West";"2012-09-14"
6250;"2012-08-16";4750;"Mega Loan";"South";""
6251;"2012-07-12";5740;"Super Loan";"West";""
6252;"2012-01-10";8290;"Super Loan";"West";""
6253;"2012-07-04";3147;"Mega Loan";"East";""
6254;"2012-11-07";7934;"Mega Loan";"East";""
6255;"2012-01-12";7624;"Mega Loan";"North";"2012-11-01"
6256;"2012-12-27";6976;"Giga Loan";"North";""
6257;"2012-05-19";6473;"Giga Loan";"East";"2012-06-06"
6258;"2012-11-30";1660;"Super Loan";"West";""
6259;"2012-06-19";4837;"Mega Loan";"South";""
6260;"2012-03-10";6929;"Super Loan";"West";""
6261;"2012-12-01";3416;"Super Loan";"East";""
6262;"2012-02-19";9492;"Super Loan";"West";"2012-11-26"
6263;"2012-08-09";7449;"Giga Loan";"North";""
6264;"2012-05-28";5393;"Super Loan";"South";"2012-11-17"
6265;"2012-11-12";7702;"Super Loan";"West";""
6266;"2012-02-25";8013;"Giga Loan";"East";"2012-06-26"
6267;"2012-05-11";4561;"Super Loan";"North";""
6268;"2012-07-25";1878;"Giga Loan";"South";""
6269;"2012-06-01";4139;"Mega Loan";"West";"2012-08-28"
6270;"2012-09-27";9874;"Giga Loan";"North";"2012-11-08"
6271;"2012-03-31";8985;"Giga Loan";"North";"2012-10-17"
6272;"2012-03-01";9066;"Super Loan";"East";"2012-09-08"
6273;"2012-10-22";6334;"Mega Loan";"West";""
6274;"2012-08-03";7936;"Mega Loan";"South";""
6275;"2012-06-27";9592;"Giga Loan";"West";""
6276;"2012-01-22";8278;"Super Loan";"South";"2012-06-08"
6277;"2012-02-01";5363;"Mega Loan";"East";"2012-04-04"
6278;"2012-04-16";8863;"Giga Loan";"North";"2012-10-11"
6279;"2012-06-03";4679;"Giga Loan";"East";""
6280;"2012-06-27";4240;"Giga Loan";"South";""
6281;"2012-09-21";3612;"Giga Loan";"West";""
6282;"2012-09-05";9419;"Giga Loan";"South";""
6283;"2012-10-21";2529;"Mega Loan";"South";""
6284;"2012-12-10";5759;"Giga Loan";"East";""
6285;"2012-08-29";7352;"Mega Loan";"North";""
6286;"2012-08-29";9153;"Giga Loan";"West";"2012-12-20"
6287;"2012-05-28";2735;"Giga Loan";"West";"2012-11-23"
6288;"2012-07-13";3825;"Mega Loan";"West";""
6289;"2012-11-25";9813;"Giga Loan";"North";""
6290;"2012-06-26";6573;"Giga Loan";"South";"2012-09-06"
6291;"2012-11-23";9754;"Mega Loan";"West";""
6292;"2012-10-14";3229;"Mega Loan";"South";"2012-12-30"
6293;"2012-09-24";6064;"Super Loan";"South";""
6294;"2012-08-31";7203;"Mega Loan";"North";""
6295;"2012-10-08";7622;"Mega Loan";"East";""
6296;"2012-06-09";3766;"Mega Loan";"West";"2012-09-18"
6297;"2012-10-13";5215;"Super Loan";"South";""
6298;"2012-07-28";2182;"Giga Loan";"West";"2012-10-28"
6299;"2012-05-12";4644;"Super Loan";"South";""
6300;"2012-10-21";8355;"Giga Loan";"West";""
6301;"2012-03-10";2056;"Mega Loan";"East";""
6302;"2012-12-04";3629;"Super Loan";"North";""
6303;"2012-04-16";7421;"Super Loan";"South";"2012-08-12"
6304;"2012-10-21";7390;"Mega Loan";"East";""
6305;"2012-07-28";1564;"Giga Loan";"North";"2012-09-11"
6306;"2012-07-29";7012;"Super Loan";"South";""
6307;"2012-10-30";5668;"Giga Loan";"North";"2012-11-21"
6308;"2012-06-11";5927;"Super Loan";"West";"2012-10-02"
6309;"2012-06-08";5874;"Giga Loan";"West";""
6310;"2012-09-17";9348;"Giga Loan";"West";""
6311;"2012-04-04";9167;"Giga Loan";"South";""
6312;"2012-09-10";8487;"Mega Loan";"North";""
6313;"2012-04-08";8767;"Giga Loan";"West";""
6314;"2012-08-18";1695;"Giga Loan";"East";""
6315;"2012-10-10";4246;"Giga Loan";"West";"2012-11-14"
6316;"2012-08-25";6119;"Mega Loan";"North";""
6317;"2012-11-24";9849;"Giga Loan";"South";""
6318;"2012-07-22";5982;"Super Loan";"West";""
6319;"2012-01-11";8944;"Giga Loan";"East";"2012-05-18"
6320;"2012-05-17";9662;"Giga Loan";"West";""
6321;"2012-08-25";2554;"Giga Loan";"South";""
6322;"2012-01-25";8698;"Super Loan";"East";""
6323;"2012-04-23";2890;"Super Loan";"West";"2012-08-29"
6324;"2012-01-15";7618;"Super Loan";"South";"2012-10-02"
6325;"2012-08-13";5900;"Mega Loan";"South";"2012-11-26"
6326;"2012-12-12";9512;"Giga Loan";"East";""
6327;"2012-11-23";1383;"Mega Loan";"South";""
6328;"2012-11-29";1115;"Mega Loan";"South";""
6329;"2012-11-25";1694;"Mega Loan";"South";""
6330;"2012-10-15";5028;"Super Loan";"South";""
6331;"2012-12-21";8470;"Giga Loan";"South";""
6332;"2012-08-21";2750;"Giga Loan";"North";"2012-12-14"
6333;"2012-01-04";7657;"Mega Loan";"West";""
6334;"2012-01-21";5891;"Super Loan";"East";""
6335;"2012-07-21";9141;"Mega Loan";"West";""
6336;"2012-08-20";8222;"Super Loan";"East";""
6337;"2012-05-18";2902;"Giga Loan";"East";"2012-10-24"
6338;"2012-09-05";4808;"Super Loan";"East";"2012-11-24"
6339;"2012-03-16";4148;"Super Loan";"East";"2012-10-09"
6340;"2012-06-06";7777;"Giga Loan";"South";""
6341;"2012-06-18";4156;"Giga Loan";"South";""
6342;"2012-09-09";3315;"Super Loan";"North";""
6343;"2012-01-06";6264;"Super Loan";"West";"2012-08-10"
6344;"2012-07-08";2922;"Super Loan";"South";"2012-12-16"
6345;"2012-02-22";4011;"Super Loan";"South";"2012-05-27"
6346;"2012-08-03";9510;"Super Loan";"West";""
6347;"2012-09-28";8041;"Giga Loan";"North";""
6348;"2012-12-25";3859;"Mega Loan";"South";""
6349;"2012-06-01";5491;"Giga Loan";"North";""
6350;"2012-10-14";6985;"Mega Loan";"South";""
6351;"2012-06-19";3520;"Giga Loan";"South";""
6352;"2012-03-03";7045;"Giga Loan";"West";"2012-11-13"
6353;"2012-02-12";5682;"Mega Loan";"North";"2012-11-12"
6354;"2012-07-12";5411;"Giga Loan";"South";"2012-09-05"
6355;"2012-07-25";4663;"Giga Loan";"South";""
6356;"2012-02-21";1581;"Giga Loan";"North";""
6357;"2012-05-01";4922;"Mega Loan";"East";""
6358;"2012-05-19";5046;"Giga Loan";"South";""
6359;"2012-06-07";1696;"Super Loan";"North";"2012-12-10"
6360;"2012-04-04";5616;"Mega Loan";"North";"2012-09-06"
6361;"2012-03-15";9075;"Super Loan";"East";"2012-11-16"
6362;"2012-09-07";9167;"Mega Loan";"West";"2012-12-25"
6363;"2012-01-26";7366;"Mega Loan";"South";""
6364;"2012-09-10";6731;"Super Loan";"South";""
6365;"2012-09-13";5057;"Mega Loan";"South";""
6366;"2012-06-15";6507;"Giga Loan";"West";""
6367;"2012-11-23";4952;"Super Loan";"North";""
6368;"2012-01-04";6960;"Super Loan";"East";""
6369;"2012-06-21";1315;"Mega Loan";"South";"2012-10-02"
6370;"2012-04-30";8101;"Mega Loan";"South";""
6371;"2012-06-29";4736;"Mega Loan";"East";""
6372;"2012-01-22";4471;"Mega Loan";"East";"2012-10-31"
6373;"2012-04-17";1416;"Giga Loan";"North";""
6374;"2012-03-01";10000;"Giga Loan";"East";""
6375;"2012-05-01";6394;"Giga Loan";"North";""
6376;"2012-04-18";4427;"Mega Loan";"North";""
6377;"2012-04-07";9510;"Super Loan";"South";"2012-12-26"
6378;"2012-06-23";4434;"Giga Loan";"East";""
6379;"2012-08-23";7287;"Mega Loan";"West";""
6380;"2012-10-25";5001;"Mega Loan";"North";""
6381;"2012-08-23";1419;"Giga Loan";"East";""
6382;"2012-07-06";9808;"Mega Loan";"West";""
6383;"2012-11-22";2046;"Super Loan";"North";""
6384;"2012-07-18";6101;"Giga Loan";"West";""
6385;"2012-01-21";5218;"Giga Loan";"South";"2012-11-17"
6386;"2012-05-25";5709;"Giga Loan";"North";"2012-09-22"
6387;"2012-05-03";6682;"Giga Loan";"North";"2012-08-20"
6388;"2012-05-14";9140;"Giga Loan";"East";"2012-10-06"
6389;"2012-11-19";9756;"Giga Loan";"West";""
6390;"2012-05-09";7379;"Mega Loan";"East";""
6391;"2012-12-12";4756;"Mega Loan";"West";""
6392;"2012-09-29";8830;"Mega Loan";"South";""
6393;"2012-08-16";6546;"Giga Loan";"South";""
6394;"2012-07-17";2122;"Giga Loan";"West";""
6395;"2012-05-21";5561;"Super Loan";"East";"2012-08-09"
6396;"2012-08-11";1603;"Mega Loan";"South";""
6397;"2012-08-18";7629;"Giga Loan";"West";""
6398;"2012-07-26";9514;"Mega Loan";"West";""
6399;"2012-08-21";7563;"Mega Loan";"North";""
6400;"2012-11-19";7944;"Mega Loan";"South";""
6401;"2012-12-24";7614;"Giga Loan";"West";""
6402;"2012-03-27";2299;"Mega Loan";"South";""
6403;"2012-09-23";2415;"Giga Loan";"East";"2012-11-21"
6404;"2012-12-11";8030;"Mega Loan";"North";""
6405;"2012-02-17";2299;"Mega Loan";"East";"2012-05-20"
6406;"2012-10-29";7809;"Super Loan";"South";""
6407;"2012-12-09";2457;"Mega Loan";"South";""
6408;"2012-04-15";1808;"Super Loan";"East";"2012-09-08"
6409;"2012-10-15";2243;"Mega Loan";"East";""
6410;"2012-10-30";8744;"Giga Loan";"South";""
6411;"2012-03-10";5809;"Mega Loan";"South";""
6412;"2012-03-15";2662;"Mega Loan";"West";""
6413;"2012-07-24";8551;"Giga Loan";"South";""
6414;"2012-05-03";6856;"Giga Loan";"North";""
6415;"2012-11-16";7763;"Super Loan";"West";""
6416;"2012-11-21";3768;"Giga Loan";"South";""
6417;"2012-07-01";2564;"Giga Loan";"South";""
6418;"2012-03-04";4445;"Mega Loan";"East";""
6419;"2012-09-21";2908;"Mega Loan";"North";""
